INDEX,TRIP_ID,CALL_TYPE,TIMESTAMP,POLYLINE
81008,1385552084620000269,B,1385552084,"[[-8.613198,41.16681],[-8.613216,41.16681],[-8.613324,41.166711],[-8.614494,41.167152],[-8.615907,41.167917],[-8.617059,41.168808],[-8.617257,41.169141],[-8.617266,41.169177]]"
81023,1391148275620000649,A,1391148275,"[[-8.582256,41.178825],[-8.582247,41.178915],[-8.582265,41.178969],[-8.582283,41.178978],[-8.582283,41.17896],[-8.582292,41.178924],[-8.582328,41.178942],[-8.582355,41.179014],[-8.582373,41.178888],[-8.582454,41.178789],[-8.582175,41.179743],[-8.579997,41.180526],[-8.576577,41.180895],[-8.573652,41.179932],[-8.57088,41.179491],[-8.568909,41.177997],[-8.567505,41.176953],[-8.566128,41.1759],[-8.567721,41.17428],[-8.567469,41.172543],[-8.568549,41.170824],[-8.570718,41.169303],[-8.570322,41.167404],[-8.570862,41.165919],[-8.570853,41.164668],[-8.570457,41.162886],[-8.571762,41.161725],[-8.570331,41.160528],[-8.571528,41.159394],[-8.571519,41.159133]]"
81112,1387653331620000618,B,1387653331,"[[-8.614548,41.140521],[-8.615142,41.140539],[-8.615223,41.141583],[-8.615448,41.142312],[-8.614773,41.143014],[-8.613216,41.144301],[-8.612397,41.145012],[-8.612379,41.145021],[-8.612073,41.145138],[-8.611902,41.145381],[-8.611992,41.14557],[-8.612091,41.145507],[-8.612028,41.145786],[-8.611758,41.145876],[-8.61192,41.145867],[-8.611884,41.145912],[-8.611245,41.146452],[-8.610678,41.146542],[-8.610363,41.147217],[-8.6103,41.147397],[-8.610318,41.147379],[-8.610336,41.147406],[-8.610264,41.14755],[-8.610291,41.147604],[-8.610201,41.147775],[-8.609868,41.148468],[-8.60985,41.148432],[-8.609895,41.148522],[-8.609715,41.149062],[-8.609706,41.149143],[-8.609553,41.149467],[-8.609535,41.149557],[-8.609517,41.149332],[-8.609445,41.149647],[-8.60949,41.149809],[-8.609652,41.149935],[-8.609418,41.149899],[-8.610021,41.150061],[-8.610417,41.150142],[-8.610705,41.150142],[-8.611461,41.150268],[-8.611425,41.151123],[-8.611974,41.151798],[-8.612055,41.152824],[-8.611695,41.154192],[-8.61165,41.15439],[-8.613459,41.154039],[-8.614152,41.154714],[-8.615358,41.15475],[-8.615196,41.154309],[-8.615151,41.154246]]"
81120,1402392765620000509,A,1402392765,"[[-8.574687,41.142681],[-8.574651,41.142699],[-8.57457,41.142825],[-8.574867,41.14278],[-8.57583,41.14332],[-8.575371,41.143842],[-8.574993,41.143941],[-8.573193,41.143662],[-8.572788,41.142159],[-8.571879,41.140683],[-8.571393,41.138829],[-8.570997,41.136651],[-8.570331,41.134554],[-8.569332,41.133492],[-8.568819,41.13162],[-8.567748,41.129712],[-8.566299,41.12802],[-8.564886,41.126643],[-8.562141,41.126049],[-8.559774,41.126643],[-8.558424,41.126256],[-8.556489,41.125581],[-8.553861,41.12487],[-8.551116,41.124942],[-8.549001,41.12406],[-8.546697,41.122899],[-8.545347,41.121243],[-8.543727,41.119416],[-8.541927,41.118372],[-8.540937,41.116905],[-8.539371,41.115735],[-8.538147,41.114052],[-8.536977,41.112558],[-8.535339,41.111037],[-8.534025,41.109426],[-8.53245,41.107626],[-8.530641,41.106402],[-8.528274,41.106429],[-8.526888,41.106501],[-8.528508,41.10516],[-8.528688,41.103801],[-8.526852,41.102712],[-8.525736,41.101758],[-8.525115,41.099967],[-8.524008,41.09805],[-8.52273,41.096871],[-8.521668,41.096871],[-8.520741,41.096979],[-8.520516,41.096772],[-8.520102,41.095881],[-8.518842,41.095854],[-8.518806,41.095899],[-8.518851,41.095872],[-8.518869,41.095836],[-8.51886,41.095827],[-8.518851,41.095827],[-8.518869,41.095827],[-8.518869,41.095836],[-8.518869,41.095845],[-8.518842,41.095863],[-8.518824,41.095872]]"
81205,1396721302620000239,C,1396721302,"[[-8.603046,41.142708],[-8.603325,41.142699],[-8.604531,41.142879],[-8.60526,41.142978],[-8.605341,41.143005],[-8.605395,41.143221],[-8.605395,41.143509],[-8.605116,41.144229],[-8.604531,41.145336],[-8.603928,41.145516],[-8.603892,41.145561],[-8.603757,41.145579],[-8.603775,41.145714],[-8.602767,41.145723],[-8.602101,41.145804],[-8.60211,41.147082],[-8.602218,41.148261],[-8.602416,41.149206],[-8.602704,41.15097],[-8.602812,41.153985],[-8.602875,41.155686],[-8.602344,41.157126],[-8.602164,41.157603],[-8.602155,41.157864],[-8.601372,41.159763],[-8.60067,41.16123],[-8.601714,41.161653],[-8.603262,41.161824],[-8.603883,41.161968],[-8.60391,41.162013],[-8.603892,41.162013],[-8.604036,41.162067],[-8.605287,41.162139],[-8.606781,41.162859],[-8.60643,41.165181],[-8.606286,41.165127],[-8.606376,41.166135],[-8.606376,41.1678],[-8.606061,41.169384],[-8.604837,41.170968],[-8.604225,41.172426],[-8.605629,41.17329],[-8.605692,41.173434],[-8.605791,41.173695],[-8.606727,41.174964],[-8.608536,41.175396],[-8.608977,41.176044],[-8.609004,41.176134],[-8.609013,41.176161],[-8.608995,41.176161],[-8.608986,41.176134],[-8.608977,41.176125]]"
81223,1400239441620000388,C,1400239441,"[[-8.640027,41.159628],[-8.640162,41.159727],[-8.640774,41.160015],[-8.641188,41.160267],[-8.639595,41.161239],[-8.638047,41.161734],[-8.636733,41.162184],[-8.635626,41.16249],[-8.634222,41.163219],[-8.63352,41.163156],[-8.632854,41.162436],[-8.632287,41.162031],[-8.63028,41.163012],[-8.628282,41.163651],[-8.627643,41.16357],[-8.627625,41.163507],[-8.627643,41.163471],[-8.627031,41.163498],[-8.625078,41.163354],[-8.624844,41.163939],[-8.624889,41.164011],[-8.62488,41.164065],[-8.624835,41.164065]]"
81255,1395169301620000308,B,1395169301,"[[-8.630892,41.15466],[-8.632017,41.15376],[-8.633133,41.151474],[-8.635383,41.151006],[-8.637975,41.15106],[-8.640189,41.151285],[-8.64054,41.151339],[-8.642232,41.1516],[-8.644203,41.153112],[-8.645697,41.156136],[-8.647992,41.159304],[-8.647857,41.164191],[-8.643942,41.166027],[-8.640126,41.168637],[-8.636598,41.170878],[-8.633151,41.171733],[-8.630478,41.1723],[-8.627157,41.172867],[-8.623809,41.172633],[-8.622036,41.173272],[-8.622279,41.176332],[-8.622036,41.179563],[-8.619606,41.181435],[-8.61696,41.182848],[-8.613963,41.183181],[-8.613693,41.183199],[-8.613702,41.18319],[-8.61372,41.183199],[-8.613738,41.183199],[-8.613747,41.183199],[-8.613594,41.183208],[-8.613216,41.184171],[-8.612937,41.185917],[-8.612451,41.187735],[-8.611821,41.190264],[-8.611542,41.191344],[-8.611479,41.191407],[-8.611479,41.191416]]"
81285,1396013240620000486,A,1396013240,"[[-8.600571,41.15439],[-8.600544,41.154381],[-8.600526,41.15448],[-8.599635,41.154507],[-8.599671,41.153688],[-8.599869,41.152257],[-8.600004,41.150943],[-8.600418,41.149251],[-8.600499,41.148837],[-8.600463,41.148846],[-8.600841,41.148198],[-8.601705,41.147325],[-8.601777,41.147262],[-8.601795,41.147244],[-8.602137,41.147037],[-8.603613,41.14665],[-8.604729,41.146605],[-8.605962,41.146911],[-8.607015,41.147244],[-8.607861,41.147379],[-8.608158,41.147451],[-8.608185,41.147415],[-8.609139,41.147694],[-8.6103,41.147901],[-8.611236,41.147685],[-8.611335,41.147082],[-8.611371,41.146956],[-8.611335,41.146866],[-8.611326,41.146848],[-8.611101,41.147046],[-8.6112,41.147073],[-8.611227,41.147091],[-8.611308,41.147109]]"
81318,1401969522620000601,A,1401969522,"[[-8.599842,41.175387],[-8.599842,41.175441],[-8.599797,41.175522],[-8.599734,41.175549],[-8.59977,41.175567],[-8.600076,41.175414],[-8.600085,41.175414],[-8.599887,41.17482],[-8.601309,41.173812],[-8.603514,41.173722],[-8.60535,41.173722],[-8.605431,41.173722],[-8.605422,41.173722],[-8.605431,41.173713],[-8.605449,41.173713],[-8.605539,41.173722],[-8.60598,41.173002],[-8.608203,41.173569],[-8.611119,41.174478],[-8.615187,41.174325],[-8.619597,41.173776],[-8.623881,41.173344],[-8.628354,41.172831],[-8.632458,41.171976],[-8.63613,41.171112],[-8.639505,41.16924],[-8.642295,41.167197],[-8.645472,41.165451],[-8.648109,41.164389],[-8.649972,41.164992],[-8.650035,41.165406],[-8.649954,41.16573],[-8.649954,41.165901],[-8.648748,41.166108],[-8.648073,41.166018],[-8.648019,41.166],[-8.646687,41.165748],[-8.644905,41.165415],[-8.644446,41.165019],[-8.646075,41.164335],[-8.64711,41.163696],[-8.647524,41.162508]]"
81331,1404144769620000104,B,1404144769,"[[-8.599275,41.149179],[-8.598852,41.148864],[-8.598744,41.148612],[-8.598645,41.148396],[-8.600238,41.14863],[-8.601444,41.148855],[-8.602767,41.149125],[-8.604846,41.149584],[-8.605665,41.149791],[-8.605665,41.149764],[-8.606547,41.149935],[-8.60697,41.150034],[-8.606988,41.150052],[-8.60733,41.149719],[-8.607735,41.148819],[-8.60859,41.147577],[-8.609328,41.147523],[-8.611011,41.14782],[-8.620884,41.147433],[-8.622045,41.147658],[-8.623395,41.147991],[-8.62497,41.148549],[-8.625708,41.149386],[-8.62569,41.149602],[-8.625906,41.150529],[-8.626086,41.151933],[-8.626059,41.152059],[-8.626293,41.152635],[-8.626752,41.152554],[-8.627958,41.152455],[-8.628903,41.152545],[-8.629911,41.152662],[-8.631423,41.152761],[-8.631918,41.152779],[-8.631936,41.152734],[-8.632026,41.152725],[-8.633421,41.152653],[-8.634888,41.152455],[-8.636382,41.152608],[-8.637066,41.152824],[-8.638542,41.153139],[-8.63829,41.154147],[-8.637552,41.155623],[-8.636742,41.157207],[-8.637111,41.158071],[-8.63703,41.158674],[-8.636985,41.158863],[-8.637003,41.159106],[-8.636976,41.159187],[-8.63703,41.159196],[-8.637732,41.159376],[-8.639757,41.1597],[-8.640243,41.159781],[-8.640225,41.159763],[-8.640216,41.15979],[-8.641251,41.160006],[-8.642763,41.160294],[-8.643024,41.160294],[-8.643042,41.160249],[-8.644014,41.160438],[-8.64612,41.16078],[-8.647317,41.160978],[-8.64963,41.161383],[-8.650188,41.1615],[-8.651538,41.161761],[-8.654112,41.162184],[-8.656281,41.162535],[-8.657037,41.162616],[-8.659161,41.162949],[-8.661456,41.163336],[-8.662518,41.163642],[-8.662554,41.163678],[-8.662716,41.163741],[-8.662734,41.163696],[-8.662734,41.16366],[-8.662743,41.163651],[-8.662743,41.163633],[-8.662734,41.163633],[-8.662743,41.163597],[-8.662761,41.163615],[-8.663139,41.163687],[-8.664327,41.163876],[-8.66448,41.163795],[-8.664372,41.163687],[-8.664372,41.163651],[-8.664273,41.163633]]"
81407,1387880504620000588,C,1387880504,"[[-8.607474,41.149566],[-8.607465,41.149467],[-8.607582,41.149143],[-8.608077,41.148387],[-8.608644,41.147631],[-8.608905,41.147487],[-8.610021,41.14773],[-8.610723,41.147811],[-8.61075,41.147775],[-8.610849,41.147757],[-8.610876,41.148423],[-8.610678,41.148891],[-8.610363,41.14944],[-8.610246,41.150466],[-8.610093,41.150664],[-8.610093,41.1507],[-8.610138,41.150754],[-8.610066,41.150844],[-8.609733,41.151123],[-8.609733,41.151141],[-8.609733,41.15115],[-8.609733,41.151168],[-8.609742,41.151159],[-8.609742,41.151159],[-8.609733,41.151159],[-8.609724,41.151159],[-8.609733,41.151141],[-8.609724,41.151132],[-8.609706,41.151789],[-8.609913,41.153103],[-8.60985,41.154111],[-8.609229,41.155434],[-8.609175,41.157261],[-8.608518,41.158692],[-8.607771,41.160276],[-8.606547,41.1633],[-8.606286,41.164992],[-8.605359,41.165451],[-8.60301,41.165487],[-8.601939,41.166036],[-8.601669,41.166711],[-8.601525,41.167062],[-8.599869,41.167116],[-8.597826,41.16699],[-8.59698,41.167071],[-8.595675,41.167755],[-8.594226,41.168142],[-8.593281,41.168619],[-8.592669,41.168943],[-8.592327,41.169384],[-8.592768,41.169744],[-8.593002,41.169906],[-8.593011,41.169924],[-8.59302,41.169924],[-8.593011,41.169915],[-8.593011,41.169915],[-8.59302,41.169924],[-8.592948,41.16987],[-8.592876,41.169834],[-8.592894,41.169897],[-8.592948,41.169924],[-8.592948,41.169915],[-8.59293,41.169933],[-8.592921,41.16996],[-8.592939,41.169987],[-8.592948,41.169987],[-8.592948,41.169978],[-8.592948,41.169969],[-8.592948,41.169951],[-8.592948,41.169951],[-8.592948,41.169951],[-8.592957,41.169951],[-8.592966,41.169951],[-8.592975,41.169969],[-8.592984,41.169978],[-8.592975,41.169987],[-8.592966,41.169978],[-8.592966,41.169969],[-8.592966,41.169969],[-8.592975,41.169978],[-8.592984,41.169969]]"
81428,1380298542620000451,A,1380298542,"[[-8.603424,41.153571],[-8.60346,41.153562],[-8.603523,41.153454],[-8.603991,41.152149],[-8.604279,41.151483],[-8.604324,41.15151],[-8.604342,41.151438],[-8.60427,41.151321],[-8.604297,41.151303],[-8.604306,41.151303],[-8.604315,41.15133],[-8.604306,41.151321],[-8.604288,41.151258],[-8.604288,41.151177],[-8.604261,41.151006],[-8.604252,41.150997],[-8.604243,41.150997],[-8.604234,41.150952],[-8.604234,41.150826],[-8.604189,41.150295],[-8.604189,41.150277],[-8.60418,41.150268],[-8.604171,41.150277],[-8.604162,41.150088],[-8.604144,41.149683],[-8.604153,41.149692],[-8.604171,41.149692],[-8.60418,41.149692],[-8.604117,41.149152],[-8.604063,41.148621],[-8.603946,41.147937],[-8.603946,41.147919],[-8.603946,41.147928],[-8.603919,41.147676],[-8.603892,41.147343],[-8.60391,41.147325],[-8.603883,41.147109],[-8.603883,41.146515],[-8.604396,41.146524],[-8.604423,41.146533],[-8.605422,41.146731],[-8.605467,41.146713],[-8.606043,41.14683],[-8.607357,41.147136],[-8.607627,41.147208],[-8.608356,41.147352],[-8.609445,41.147577],[-8.610507,41.147793],[-8.610489,41.14782],[-8.610516,41.14782],[-8.610516,41.147802],[-8.610921,41.147982],[-8.610543,41.149008],[-8.61057,41.149008],[-8.610264,41.149467],[-8.610156,41.150682],[-8.610138,41.150709],[-8.610156,41.150718],[-8.609589,41.151348],[-8.609985,41.152518],[-8.609994,41.153463],[-8.609994,41.153553],[-8.609292,41.154795],[-8.609292,41.155011],[-8.610642,41.155227],[-8.611965,41.155443],[-8.611911,41.15646],[-8.611263,41.157081],[-8.610525,41.15718],[-8.610534,41.157162]]"
81462,1373864621620000669,B,1373864621,"[[-8.606448,41.144589],[-8.607051,41.144742],[-8.608014,41.143257],[-8.607294,41.142447],[-8.605017,41.143725],[-8.602767,41.143347],[-8.601651,41.140926],[-8.601327,41.137497],[-8.602065,41.134167],[-8.599257,41.132781],[-8.598969,41.132673],[-8.597061,41.131035],[-8.597916,41.128632],[-8.598474,41.125401],[-8.597007,41.124861],[-8.595864,41.125563],[-8.594721,41.129109],[-8.592066,41.129874],[-8.595315,41.127921],[-8.601588,41.127399],[-8.608689,41.124834],[-8.617014,41.12253],[-8.622918,41.121018],[-8.626329,41.11749],[-8.626419,41.114448],[-8.626563,41.110551],[-8.627985,41.110236],[-8.628426,41.11101],[-8.6283,41.111892],[-8.628273,41.111865],[-8.628255,41.111838],[-8.628255,41.111838],[-8.628255,41.111829],[-8.628264,41.111829],[-8.628255,41.111829],[-8.628246,41.11182],[-8.628255,41.11182],[-8.628255,41.111829],[-8.628246,41.111811],[-8.628246,41.111793],[-8.628246,41.111793],[-8.628237,41.111802],[-8.628246,41.111793],[-8.628246,41.111793],[-8.628237,41.111802],[-8.628246,41.111793],[-8.628237,41.11182]]"
81492,1383814319620000367,B,1383814319,"[[-8.62776,41.17545],[-8.62776,41.175468],[-8.627751,41.175468],[-8.627751,41.175414],[-8.627436,41.175405],[-8.625555,41.175828],[-8.623926,41.17626],[-8.624808,41.176926],[-8.624709,41.177295],[-8.623485,41.17734],[-8.621091,41.176827],[-8.620272,41.176575],[-8.620371,41.175936],[-8.620263,41.174901],[-8.619498,41.174937],[-8.617455,41.175216],[-8.615331,41.175513],[-8.613972,41.175684],[-8.613927,41.175711],[-8.613918,41.17599],[-8.613612,41.176332],[-8.612721,41.176593],[-8.611335,41.176809],[-8.610363,41.177007],[-8.608797,41.177331],[-8.608635,41.177223],[-8.608608,41.177169],[-8.608581,41.177196]]"
81495,1388229901620000245,A,1388229901,"[[-8.607492,41.177223],[-8.606115,41.178231],[-8.604378,41.176989],[-8.603028,41.176593],[-8.60112,41.17617],[-8.600067,41.176287],[-8.599122,41.178177],[-8.600796,41.179014],[-8.603145,41.179716],[-8.603352,41.180103],[-8.603118,41.180625],[-8.603631,41.180355],[-8.603955,41.180211]]"
81556,1397937634620000540,C,1397937634,"[[-8.59914,41.14899],[-8.598762,41.148756],[-8.598861,41.14845],[-8.600346,41.148756],[-8.600679,41.148792],[-8.602218,41.149062],[-8.604405,41.149485],[-8.606016,41.149944],[-8.607258,41.149962],[-8.608725,41.147685],[-8.609157,41.147748],[-8.610408,41.147856],[-8.610687,41.147856],[-8.611641,41.147766],[-8.613396,41.148324],[-8.613963,41.148423],[-8.614143,41.148396],[-8.614476,41.14782],[-8.615727,41.147253],[-8.61633,41.147235],[-8.616375,41.147226],[-8.616393,41.147208],[-8.616411,41.147208],[-8.616402,41.147199]]"
81709,1395995790620000562,B,1395995790,"[[-8.610651,41.145219],[-8.610687,41.145228],[-8.610849,41.145192],[-8.610831,41.145201],[-8.610876,41.145093],[-8.610516,41.143842],[-8.609247,41.143221],[-8.607123,41.142411],[-8.605323,41.143059],[-8.604828,41.144256],[-8.604468,41.145012],[-8.604189,41.145318],[-8.603631,41.14548],[-8.603613,41.145498],[-8.603613,41.145516],[-8.60292,41.145561],[-8.602182,41.145615],[-8.601147,41.145678],[-8.59959,41.145822],[-8.599428,41.145894],[-8.598393,41.145903],[-8.596701,41.145975],[-8.594919,41.146056],[-8.593326,41.146416],[-8.591706,41.146668],[-8.589708,41.146983],[-8.588754,41.147802],[-8.58825,41.148819],[-8.588097,41.149188],[-8.586702,41.148945],[-8.585991,41.14881],[-8.585622,41.148846]]"
81716,1394019498620000468,B,1394019498,"[[-8.630244,41.157414],[-8.630154,41.157342],[-8.629794,41.157027],[-8.629002,41.156964],[-8.628462,41.157117],[-8.628354,41.157171],[-8.628147,41.157342],[-8.627994,41.157504],[-8.627958,41.157783],[-8.628075,41.158269],[-8.628858,41.158863],[-8.628633,41.159772],[-8.62794,41.161896],[-8.627526,41.163219],[-8.627499,41.163237],[-8.627508,41.163246],[-8.627346,41.163867],[-8.627544,41.164821],[-8.629929,41.165118],[-8.631468,41.164803],[-8.632089,41.164488],[-8.63352,41.163813],[-8.635464,41.164038],[-8.637219,41.164587],[-8.638821,41.164866],[-8.639451,41.165388],[-8.640855,41.164866],[-8.642385,41.165109],[-8.642259,41.164992],[-8.642268,41.164974],[-8.643366,41.165244],[-8.645823,41.16564],[-8.647083,41.165937],[-8.647092,41.165955],[-8.648532,41.166198],[-8.650215,41.166441],[-8.651691,41.166666],[-8.652528,41.166819],[-8.652519,41.166819],[-8.652501,41.166837],[-8.652483,41.166855],[-8.652456,41.166864],[-8.652447,41.166873],[-8.652456,41.166873],[-8.652465,41.166864],[-8.652456,41.166873]]"
81723,1375272457620000517,B,1375272457,"[[-8.619876,41.148009],[-8.61984,41.148],[-8.619831,41.147991],[-8.619804,41.147982],[-8.619849,41.148],[-8.619849,41.148009],[-8.619858,41.148018],[-8.62002,41.14791],[-8.620173,41.147739],[-8.620326,41.14755],[-8.621046,41.147487],[-8.625123,41.148585],[-8.62578,41.149881],[-8.626491,41.153544],[-8.626842,41.154579],[-8.627382,41.15556],[-8.628228,41.156424],[-8.628507,41.156901],[-8.628111,41.157504],[-8.628003,41.157711],[-8.628219,41.158422],[-8.628417,41.160231],[-8.628381,41.160501],[-8.627976,41.161833],[-8.627445,41.163516],[-8.627211,41.16429],[-8.627166,41.164407],[-8.627166,41.164407],[-8.626995,41.165028],[-8.6265,41.166621],[-8.626707,41.168529],[-8.626734,41.16978],[-8.625789,41.169969],[-8.626131,41.171481],[-8.627013,41.173929],[-8.627877,41.175783],[-8.628642,41.176827],[-8.629335,41.176827],[-8.629416,41.176755],[-8.629425,41.176728],[-8.629434,41.176683],[-8.629443,41.176683]]"
81742,1395706255620000472,A,1395706255,"[[-8.61012,41.155551],[-8.610057,41.155137],[-8.609868,41.154876],[-8.609481,41.155911],[-8.609211,41.157396],[-8.607303,41.157684],[-8.606196,41.158863],[-8.604594,41.158845],[-8.604585,41.159817],[-8.602191,41.159745],[-8.600499,41.159313],[-8.598879,41.158881],[-8.598618,41.158161],[-8.597538,41.157315],[-8.596395,41.156001],[-8.595414,41.155434],[-8.59527,41.15556],[-8.595135,41.155578],[-8.594757,41.156046],[-8.594262,41.156793],[-8.594514,41.157729],[-8.594541,41.157864],[-8.594829,41.157999],[-8.595513,41.15808],[-8.595585,41.158008]]"
81768,1385109599620000364,C,1385109599,"[[-8.612514,41.14602],[-8.611317,41.146146],[-8.61093,41.147946],[-8.610219,41.149827],[-8.609508,41.151456],[-8.610021,41.153004],[-8.609652,41.154624],[-8.609256,41.157027],[-8.60823,41.159394],[-8.606808,41.162373],[-8.606241,41.164497],[-8.606466,41.1669],[-8.606421,41.168889],[-8.605791,41.169861],[-8.605665,41.169978],[-8.604117,41.171994],[-8.605332,41.173065],[-8.605359,41.173047],[-8.605683,41.173614],[-8.604369,41.173686],[-8.602803,41.173749],[-8.601228,41.173803],[-8.600445,41.174163],[-8.600454,41.174145],[-8.600463,41.174136],[-8.600472,41.174118],[-8.59977,41.174757],[-8.600157,41.175711],[-8.599725,41.176926],[-8.59959,41.177214],[-8.599599,41.177214],[-8.599383,41.177601],[-8.598906,41.178582],[-8.597907,41.180688],[-8.597412,41.18175],[-8.597412,41.181741],[-8.597412,41.181732],[-8.597394,41.181741],[-8.597484,41.18247],[-8.59851,41.182749],[-8.599284,41.183037],[-8.598969,41.18373],[-8.600499,41.184477],[-8.601192,41.184459],[-8.602533,41.184666],[-8.603208,41.184846],[-8.603199,41.184837],[-8.603208,41.184819],[-8.603208,41.18481],[-8.603217,41.18481],[-8.603316,41.184819],[-8.604243,41.185071],[-8.604531,41.184693],[-8.604531,41.184684],[-8.604558,41.184666],[-8.604738,41.18445],[-8.604801,41.184333],[-8.60481,41.184315],[-8.604882,41.184144],[-8.604882,41.184144],[-8.604801,41.184063],[-8.603937,41.183847],[-8.603847,41.182875],[-8.604099,41.182407],[-8.60427,41.182065],[-8.605062,41.180472],[-8.605116,41.1804],[-8.605665,41.179302],[-8.606799,41.178042],[-8.607564,41.177277],[-8.608104,41.176494],[-8.608437,41.175324],[-8.606547,41.174748],[-8.605413,41.172786],[-8.60454,41.171175],[-8.603523,41.171364],[-8.60004,41.171067],[-8.596962,41.171319],[-8.59527,41.171958],[-8.594064,41.174667],[-8.5932,41.178276],[-8.59311,41.182632],[-8.594496,41.186898],[-8.593605,41.19075],[-8.591274,41.194044],[-8.588907,41.196492],[-8.587485,41.198607],[-8.586099,41.198859],[-8.589258,41.198292],[-8.592651,41.19696],[-8.597484,41.197842],[-8.602713,41.199237],[-8.608572,41.200668],[-8.614602,41.201622],[-8.619912,41.203629],[-8.624664,41.205717],[-8.629713,41.207283],[-8.635095,41.206617],[-8.639532,41.205294],[-8.643825,41.204124],[-8.647785,41.203287],[-8.651178,41.204313],[-8.651493,41.207868],[-8.652726,41.2119],[-8.655012,41.215824],[-8.65836,41.219316],[-8.661438,41.222547],[-8.664165,41.225436],[-8.666937,41.227776],[-8.667756,41.230863],[-8.666676,41.233887],[-8.667864,41.236704],[-8.669187,41.238837],[-8.670411,41.238315],[-8.67015,41.237055]]"
81899,1397233780620000598,A,1397233780,"[[-8.647389,41.151825],[-8.647398,41.151753],[-8.647407,41.151825],[-8.647515,41.15241],[-8.648658,41.152725],[-8.648415,41.153607],[-8.648046,41.154642],[-8.647596,41.155002],[-8.646228,41.156145],[-8.645355,41.157162],[-8.645229,41.157594],[-8.645247,41.15781],[-8.644725,41.158692],[-8.643825,41.159088],[-8.642943,41.15952],[-8.642259,41.159952],[-8.642223,41.160033],[-8.642214,41.160033],[-8.642205,41.159997],[-8.642223,41.160015],[-8.641638,41.160051],[-8.64144,41.160258],[-8.641188,41.160636],[-8.640261,41.161428],[-8.639739,41.162013],[-8.639298,41.162427],[-8.639091,41.162661],[-8.638596,41.162976],[-8.638542,41.163111],[-8.638533,41.163147],[-8.638461,41.163237],[-8.638308,41.163327],[-8.638308,41.163327],[-8.638236,41.16339],[-8.638236,41.163417],[-8.638236,41.163417],[-8.638101,41.163489],[-8.638065,41.163435],[-8.638065,41.163363],[-8.638011,41.163372],[-8.63784,41.163435],[-8.637768,41.163453],[-8.63775,41.163444],[-8.637732,41.163426],[-8.637516,41.163507],[-8.637273,41.163678],[-8.637201,41.163768],[-8.637156,41.163804],[-8.637138,41.163822],[-8.637012,41.163894],[-8.636949,41.16393],[-8.636967,41.163939],[-8.636976,41.163939],[-8.636985,41.163921],[-8.636769,41.164002],[-8.636679,41.164038],[-8.636697,41.16402],[-8.636688,41.164029],[-8.636652,41.164065],[-8.636499,41.164218],[-8.637543,41.164614],[-8.63874,41.164839],[-8.638794,41.164857],[-8.638839,41.164884],[-8.638875,41.164902],[-8.639334,41.165334],[-8.640549,41.166027],[-8.640954,41.166369],[-8.641233,41.166594],[-8.641377,41.166711],[-8.641863,41.167098],[-8.643564,41.168484],[-8.643114,41.169726],[-8.642142,41.170689],[-8.643285,41.170383],[-8.644932,41.171319],[-8.646336,41.172444],[-8.647884,41.173668],[-8.649612,41.175072],[-8.651259,41.176413],[-8.652321,41.175855],[-8.653338,41.175108],[-8.653428,41.175009],[-8.65395,41.174442],[-8.654499,41.17383],[-8.654571,41.173749]]"
81989,1394194606620000449,B,1394194606,"[[-8.617563,41.146173],[-8.617563,41.146047],[-8.617149,41.144877],[-8.6157,41.145453],[-8.614719,41.145822],[-8.613468,41.145912],[-8.612019,41.14611],[-8.611956,41.146119],[-8.611947,41.146119],[-8.611956,41.146119],[-8.611227,41.146497],[-8.610894,41.147928],[-8.61039,41.149278],[-8.610156,41.150628],[-8.609589,41.151645],[-8.609949,41.153031],[-8.609454,41.154561],[-8.609274,41.1561],[-8.609193,41.157045],[-8.608932,41.157828],[-8.608563,41.158575],[-8.607969,41.159871],[-8.6067,41.162607],[-8.60643,41.163534],[-8.606295,41.164938],[-8.606313,41.165064],[-8.606313,41.165073],[-8.606331,41.165217],[-8.606457,41.166837],[-8.606412,41.168781],[-8.605116,41.170392],[-8.60274,41.171328],[-8.598321,41.1714],[-8.594487,41.171553],[-8.591571,41.169681],[-8.588916,41.168061],[-8.587656,41.166621],[-8.58771,41.167917],[-8.587179,41.169006],[-8.586189,41.171049],[-8.585019,41.173389],[-8.584542,41.17437],[-8.583606,41.176134],[-8.582877,41.177574],[-8.582688,41.17806],[-8.582076,41.179707],[-8.580825,41.180499],[-8.577621,41.180814],[-8.574741,41.180283],[-8.572374,41.179986],[-8.571312,41.179941],[-8.569575,41.179995],[-8.568252,41.180922],[-8.566362,41.18148],[-8.565138,41.180355],[-8.563527,41.178258],[-8.561898,41.177637],[-8.560971,41.177583],[-8.55954,41.177223],[-8.558559,41.176674],[-8.5572,41.175405],[-8.556291,41.174514],[-8.555526,41.173686],[-8.554545,41.173569],[-8.553573,41.173722],[-8.553312,41.173767],[-8.552592,41.173857],[-8.551071,41.173587],[-8.548983,41.172885],[-8.54793,41.172759],[-8.547183,41.172903],[-8.546697,41.172948],[-8.546103,41.173776]]"
